time[s]  vel_hum[rad/s]  vel_adm[rad/s]  vel_motor[rad/s]  SetPt[mA]  I_m[mA]  T_Sea[N.m]
0.500028  0.000  0.000  0.000  0.000     -1  0.000
0.501028  0.000  0.000  0.000  0.000     -1  0.000
0.502028  0.000  0.000  0.000  0.000     -1  0.000
0.503028  0.000  0.000  0.000  0.000      0  0.000
0.504028  0.000  0.000  0.000  0.000      0  0.000
0.505028  0.000  0.000  0.000  0.000      0  0.000
0.506028  0.000  0.000  0.000  0.000      0  0.000
0.507029  0.000  0.000  0.000  0.000      0  0.000
0.508029  0.000  0.000  0.000  0.000     -1  0.000
0.509029  0.000  0.000  0.000  0.000     -1  0.000
0.510029  0.000  0.000  0.000  0.000     -1  0.000
0.511029  0.000  0.000  0.000  0.000     -1  0.000
0.512029  0.000  0.000  0.000  0.000     -1  0.000
0.513029  0.000  0.000  0.000  0.000     -1  0.000
0.514029  0.000  0.000  0.000  0.000      0  0.000
0.515029  0.000  0.000  0.000  0.000      0  0.000
0.516029  0.000  0.000  0.000  0.000      0  0.000
0.517029  0.000  0.000  0.000  0.000      0  0.000
0.518029  0.000  0.000  0.000  0.000      0  0.000
0.519029  0.000  0.000  0.000  0.000      0  0.000
0.520029  0.000  0.000  0.000  0.000      0  0.000
0.521029  0.000  0.000  0.000  0.000      0  0.000
0.522029  0.000  0.000  0.000  0.000      0  0.000
0.523029  0.000  0.000  0.000  0.000      0  0.000
0.524030  0.000  0.000  0.000  0.000      0  0.000
0.525030  0.000  0.000  0.000  0.000      0  0.000
